Address,Lat,Lon,Status,Status_Update_Time,Score
"Dirk, Aalburgplein 63, 2134 DM Hoofddorp, Netherlands",52.3063678,4.6394831,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Akkerwinde 3, 3191 RA Hoogvliet, Netherlands",51.8596579,4.3751807,1,2024-04-29 14:30:00,1
"Dirk, Binnenban 265, 3191 CG Hoogvliet, Netherlands",51.8654364,4.3563246,1,2024-04-29 14:30:00,1
"Dirk, Kruidvat, Visserijkade 2, 2225 TV Katwijk, Netherlands",52.2047068,4.407512,1,2024-04-29 14:30:00,1
"Dirk, Asterstraat 146, 2223 VL Katwijk, Netherlands",52.186162,4.4219224,1,2024-04-29 14:30:00,1
"Dirk, Raadhuisplein 87, 2922 AJ Krimpen aan den IJssel, Netherlands",51.91468,4.5882508,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Langegracht 3, 2312 NV Leiden, Netherlands",52.1630804,4.490518,1,2024-04-29 14:30:00,1
"Dirk, Stevensbloem 173, 2331 JC Leiden, Netherlands",52.1516737,4.4524826,1,2024-04-29 14:30:00,1
"Dirk, De Kopermolen, Kopermolen 2, 2317 PB Leiden, Netherlands",52.1762129,4.5062095,1,2024-04-29 14:30:00,1
"Dirk, Winkelhof 58, 2353 TV Leiderdorp, Netherlands",52.162823,4.5315314,1,2024-04-29 14:30:00,1
"Dirk, Burgemeester Sweenslaan 15f, 2262 BN Leidschendam, Netherlands",52.0907022,4.3908177,1,2024-04-29 14:30:00,1
"Dirk, Maximaplein 90, 3832 JS Leusden, Netherlands",52.1184205,5.4090731,1,2024-04-29 14:30:00,1
"Dirk, Heereweg 246, 2161 BR Lisse, Netherlands",52.2590668,4.5529595,1,2024-04-29 14:30:00,1
"Dirk, Maarssen, Stichtse Vecht, Netherlands",52.13917,5.04167,1,2024-04-29 14:30:00,1
"Dirk, Bisonspoor 1116, 3605 KN Maarssen, Netherlands",52.1343968,5.0292111,1,2024-04-29 14:30:00,1
"Dirk, Grotestraat 8, 7475 AX Markelo, Netherlands",52.2353044,6.4942401,1,2024-04-29 14:30:00,1
"Dirk, De Tuinen 66, 2671 NX Naaldwijk, Netherlands",51.9927543,4.2055555,1,2024-04-29 14:30:00,1
"Dirk, Nieuw-Vennep, Haarlemmermeer, Netherlands",52.26417,4.63056,1,2024-04-29 14:30:00,1
"Dirk, Markt 54, 3431 LB Nieuwegein, Netherlands",52.0278595,5.0815295,1,2024-04-29 14:30:00,1
"Dirk, Raadhuisstraat 9, 2201 MA Noordwijk, Netherlands",52.2348637,4.4473162,1,2024-04-29 14:30:00,1
"Dirk, Dorpsringweg 2, 2211 ED Noordwijk, Netherlands",52.2627159,4.4937546,1,2024-04-29 14:30:00,1
"Dirk van den Broek, Hannie Schaftplein 1, 1511 VT Oostzaan, Netherlands",52.441549,4.8758403,1,2024-04-29 14:30:00,1
"Dirk, Vierwiekenplein, 3262 AN Oud-Beijerland, Netherlands",51.8274609,4.4102693,1,2024-04-29 14:30:00,1
"Dirk, Oud Gastel, Halderberge, Netherlands",51.58667,4.45972,1,2024-04-29 14:30:00,1
"Dirk, De Meerkreuk, Trekpleister, Meerkreuk 4, 2377 VA Oude Wetering, Netherlands",52.2065781,4.643597,1,2024-04-29 14:30:00,1
"Dirk, Professor Mulderslaan 11, 4731 BR Oudenbosch, Netherlands",51.5887772,4.544132,1,2024-04-29 14:30:00,1
"Dirk, Ackershof 79, 2641 BL Pijnacker, Netherlands",52.0186302,4.4309244,1,2024-04-29 14:30:00,1
"Dirk, John F. Kennedyplein 33, 1443 EA Purmerend, Netherlands",52.5090534,4.9696502,1,2024-04-29 14:30:00,1
"Dirk, Molenhof 10, 8102 EX Raalte, Netherlands",52.3868501,6.2765467,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Vechtstraat 1A, 2987 CX Ridderkerk, Netherlands",51.8932992,4.5801814,1,2024-04-29 14:30:00,1
"Dirk, Hogepad 1-60, 7462 TA Rijssen, Netherlands",52.3065375,6.5182019,1,2024-04-29 14:30:00,1
"Dirk, Laan van Henegouwen 170, 4701 CP Roosendaal, Netherlands",51.5261697,4.4602658,1,2024-04-29 14:30:00,1
"Dirk, Queens Casino, 1e Middellandstraat 115-119, 3021 BD Rotterdam, Netherlands",51.9186286,4.459677,1,2024-04-29 14:30:00,1
"Dirk, Pinkstraat 6, 3028 XX Rotterdam, Netherlands",51.9180951,4.4180579,1,2024-04-29 14:30:00,1
"Dirk, Walenburgerweg, 3039 AJ Rotterdam, Netherlands",51.9266259,4.4629272,1,2024-04-29 14:30:00,1
"Dirk, Goudsesingel, 3031 EJ Rotterdam, Netherlands",51.9246459,4.4875729,1,2024-04-29 14:30:00,1
"Dirk, Bergweg 91, 3037 ED Rotterdam, Netherlands",51.9386434,4.4792884,1,2024-04-29 14:30:00,1
"Dirk, Jan Steenstraat, 3042 AL Rotterdam, Netherlands",51.9362404,4.4286602,1,2024-04-29 14:30:00,1
"Dirk, Hellevoetstraat, 3081 NP Rotterdam, Netherlands",51.8954913,4.4869957,1,2024-04-29 14:30:00,1
"Dirk, Schiedamseweg 204, 3025 AJ Rotterdam, Netherlands",51.9112209,4.4390386,1,2024-04-29 14:30:00,1
"Dirk, Prinsenplein 50, 3078 GX Rotterdam, Netherlands",51.8911394,4.5521412,1,2024-04-29 14:30:00,1
"Dirk, Keizerswaard 58, 3078 AM Rotterdam, Netherlands",51.8867666,4.5484052,1,2024-04-29 14:30:00,1
"Dirk, Dirk van der Broek, Plein 1953 31, 3086 ED Rotterdam, Netherlands",51.8741565,4.4684437,1,2024-04-29 14:30:00,1
"Dirk, Binnenrotte 77A, 3011 HB Rotterdam, Netherlands",51.9232625,4.4839043,1,2024-04-29 14:30:00,1
"Dirk, Nieuwe Binnenweg 24-30, 3015 BA Rotterdam, Netherlands",51.9164072,4.4706905,1,2024-04-29 14:30:00,1
"Dirk, Zwart Janstraat 41A, 3035 AL Rotterdam, Netherlands",51.9331022,4.4790897,1,2024-04-29 14:30:00,1
"Dirk, Wasbeekerlaan 63, 2171 AE Sassenheim, Netherlands",52.2164613,4.5143882,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Broersveld 68, 3111 LJ Schiedam, Netherlands",51.9156738,4.4012863,1,2024-04-29 14:30:00,1
"Dirk, Laan van Bol'Es 13, 3122 AE Schiedam, Netherlands",51.9282844,4.3726893,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Fazantplein 3, 3362 BA Sliedrecht, Netherlands",51.8232502,4.7905462,1,2024-04-29 14:30:00,1
"Dirk, Dirck III, Rozemarijndonk 33, 3206 PM Spijkenisse, Netherlands",51.8283975,4.3267345,1,2024-04-29 14:30:00,1
"Dirk, Damstraat 27, 3201 DA Spijkenisse, Netherlands",51.8511346,4.3317966,1,2024-04-29 14:30:00,1
"Dirk, Dorpsstraat 14, 4711 NG St. Willebrord, Netherlands",51.5456267,4.5920915,1,2024-04-29 14:30:00,1
"Dirk, Essenlaan 2, 2461 DH Ter Aar, Netherlands",52.1666125,4.7083998,1,2024-04-29 14:30:00,1
"Dirk, Zambesidreef 181, 3564 CB Utrecht, Netherlands",52.1206873,5.1094347,1,2024-04-29 14:30:00,1
"Dirk, Winkelcentrum Overvecht, Dirk, Roelantdreef 265, 3562 KK Utrecht, Netherlands",52.1139578,5.1100403,1,2024-04-29 14:30:00,1
"Dirk, Vasco da Gamalaan 1-5, 3526 ER Utrecht, Netherlands",52.0663137,5.0977731,1,2024-04-29 14:30:00,1
"Dirk, Gedempte Biersloot 7, 3131 HJ Vlaardingen, Netherlands",51.911977,4.3427889,1,2024-04-29 14:30:00,1
"Dirk, Doctor Wiardi Beckmansingel 3, 3132 CL Vlaardingen, Netherlands",51.9103111,4.3179322,1,2024-04-29 14:30:00,1
"Dirk, Trekpleister, Hindersteinlaan 2, 3451 EZ Vleuten, Netherlands",52.1062867,5.0130845,1,2024-04-29 14:30:00,1
"Dirk, Hyacintenstraat 14, 1131 HW Volendam, Netherlands",52.5001332,5.0744249,1,2024-04-29 14:30:00,1
"Dirk, Koningin Julianalaan 4, 2251 EA Voorschoten, Netherlands",52.1247678,4.4449301,1,2024-04-29 14:30:00,1
"Dirk, Promenade 5, 2741 NL Waddinxveen, Netherlands",52.0414915,4.6508829,1,2024-04-29 14:30:00,1
"Dirk, Bakker van Maanen, Starrenburglaan 47, 2241 NB Wassenaar, Netherlands",52.1478352,4.4010137,1,2024-04-29 14:30:00,1
"Dirk, Behouden Haven 7, 1506 VA Zaandam, Netherlands",52.4430698,4.8198504,1,2024-04-29 14:30:00,1
"Dirk, Molenstraat 1, 4761 CJ Zevenbergen, Netherlands",51.6444243,4.6056673,1,2024-04-29 14:30:00,1
"Dirk, Schepenenveld 46, 2722 BR Zoetermeer, Netherlands",52.0575959,4.5077423,1,2024-04-29 14:30:00,1
"Dirk, Dennenlaan 19, 1161 CK Zwanenburg, Netherlands",52.3798516,4.7515327,1,2024-04-29 14:30:00,1
"Jumbo, Ophelialaan 124, 1431 HN Aalsmeer, Netherlands",52.264417,4.7624334,1,2024-04-29 14:30:00,1
"Jumbo, Hortensialaan 2, 5701 WN Helmond, Netherlands",51.4817706,5.6753278,1,2024-04-29 14:30:00,1
"Jumbo, Admiraal de Ruyterstraat 10, 7681 AS Vroomshoop, Netherlands",52.458193,6.563718,1,2024-04-29 14:30:00,1
"Jumbo, Peurssensstraat 21, 4527 BK Aardenburg, Netherlands",51.275006,3.4446015,1,2024-04-29 14:30:00,1
"Jumbo Muiderwaard, Muiderwaard 416, 1824 XT Alkmaar, Netherlands",52.645601,4.7494922,1,2024-04-29 14:30:00,1
"Jumbo, J. Naberstraat, Somervaart, 7421 ET Deventer, Netherlands",52.2426117,6.2247813,1,2024-04-29 14:30:00,1
"Jumbo, Paardenmarkt 2, 2611 PA Delft, Netherlands",52.0164048,4.3593596,1,2024-04-29 14:30:00,1
"Jumbo, Bornerbroeksestraat 79, 7601 BD Almelo, Netherlands",52.3498138,6.6605431,1,2024-04-29 14:30:00,1
"Jumbo, Geinplein, 1316 GK Almere, Netherlands",52.3856189,5.2238598,1,2024-04-29 14:30:00,1
"Jumbo, Buitenmere, Detroitpad 1, 1334 KB Almere, Netherlands",52.3953936,5.2749483,1,2024-04-29 14:30:00,1
"Jumbo, Jaagmeent 250, 1356 AZ Almere, Netherlands",52.3366939,5.2318837,1,2024-04-29 14:30:00,1
